truetime,DMP:B,Gillespie:B
4.23,27.23659703,29.76031337
4.235,27.24290247,29.6780896
4.24,27.24918778,29.59586583
4.245,27.25545304,29.51364206
4.25,27.26169829,29.43141828
4.255,27.26792359,29.34919451
4.26,27.27412901,29.26697074
4.265,27.2803146,29.18474696
4.27,27.28648041,29.10252319
4.275,27.29262651,29.02029942
4.276234401,27.294139,29
4.28,27.29875295,29.30133915
4.285,27.30485978,29.70146026
4.288730617,27.30940165,30
4.29,27.31094708,29.92789047
4.295,27.31701488,29.64385666
4.3,27.32306325,29.35982284
4.305,27.32909225,29.07578903
4.306334155,27.33069582,29
4.31,27.33510193,29
4.315,27.34109234,29
4.318044431,27.34472813,29
4.32,27.34706355,29
4.325,27.35301561,29
4.33,27.35894857,29
4.335,27.36486249,29
4.337297862,27.36757163,29
4.337960048,27.36835234,29
4.34,27.37075742,29
4.342209319,27.37335381,29
4.345,27.37663342,29
4.348926345,27.38123284,29
4.35,27.38249055,28.80116524
4.354326082,27.38754195,28
4.355,27.38832885,27.97181503
4.36,27.39414839,27.76270243
4.365,27.39994922,27.55358983
4.37,27.40573139,27.34447723
4.375,27.41149495,27.13536463
4.378236645,27.41521387,27
4.38,27.41723997,27
4.385,27.42296648,27
4.39,27.42867456,27
4.395,27.43436424,27
4.4,27.44003559,27
4.405,27.44568866,27
4.41,27.45132349,27
4.415,27.45694015,27
4.42,27.46253868,27
4.425,27.46811914,27
4.425494224,27.46866896,27
4.43,27.47368158,26.93105899
4.435,27.47922605,26.85455606
4.44,27.48475261,26.77805312
4.445,27.4902613,26.70155019
4.45,27.49575218,26.62504726
4.455,27.50122529,26.54854433
4.46,27.5066807,26.4720414
4.465,27.51211845,26.39553847
4.47,27.51753859,26.31903554
4.475,27.52294118,26.24253261
4.48,27.52832626,26.16602967
4.485,27.53369388,26.08952674
4.49,27.5390441,26.01302381
4.490851197,27.53995196,26
4.495,27.54437696,26.05948225
4.5,27.54969252,26.13116829
4.505,27.55499083,26.20285432
4.51,27.56027193,26.27454036
4.515,27.56553588,26.3462264
4.52,27.57078272,26.41791244
4.525,27.57601251,26.48959847
4.53,27.58122529,26.56128451
4.535,27.58642112,26.63297055
4.54,27.59160003,26.70465658
4.545,27.59676209,26.77634262
4.55,27.60190734,26.84802866
4.555,27.60703582,26.91971469
4.56,27.61214759,26.99140073
4.560599787,27.61275879,27
4.565,27.6172427,27.14521479
4.57,27.62232119,27.31022362
4.575,27.62738311,27.47523244
4.58,27.63242851,27.64024126
4.585,27.63745744,27.80525009
4.59,27.64246994,27.97025891
4.590901197,27.64337044,28
4.595,27.64746606,28.03143492
4.6,27.65244585,28.06978138
4.605,27.65740936,28.10812785
4.61,27.66235663,28.14647431
4.615,27.66728771,28.18482078
4.62,27.67220265,28.22316724
4.625,27.67710149,28.2615137
4.63,27.68198428,28.29986017
4.635,27.68685107,28.33820663
4.64,27.6917019,28.3765531
4.645,27.69653682,28.41489956
4.65,27.70135588,28.45324602
4.655,27.70615911,28.49159249
4.66,27.71094657,28.52993895
4.665,27.71571831,28.56828541
4.67,27.72047436,28.60663188
4.675,27.72521477,28.64497834
4.68,27.72993959,28.68332481
4.685,27.73464886,28.72167127
4.69,27.73934264,28.76001773
4.695,27.74402095,28.7983642
4.7,27.74868385,28.83671066
4.705,27.75333138,28.87505713
4.71,27.75796359,28.91340359
4.715,27.76258052,28.95175005
4.72,27.76718221,28.99009652
4.721291316,27.76836673,29
4.725,27.77176871,29.08790045
4.73,27.77634006,29.20640671
4.735,27.78089631,29.32491298
4.74,27.7854375,29.44341924
4.745,27.78996367,29.56192551
4.75,27.79447486,29.68043177
4.755,27.79897113,29.79893803
4.76,27.80345251,29.9174443
4.763483179,27.80656406,30
4.765,27.80791904,30
4.77,27.81237078,30
4.775,27.81680775,30
4.78,27.82123001,30
4.785,27.82563759,30
4.79,27.83003055,30
4.795,27.83440891,30
4.8,27.83877273,30
4.805,27.84312204,30
4.807367788,27.84517484,30
4.81,27.84745689,30
4.815,27.85177732,30
4.82,27.85608336,30
4.825,27.86037507,30
4.83,27.86465249,30
4.835,27.86891565,30
4.84,27.87316459,30
4.845,27.87739936,30
4.85,27.88162,30
4.855,27.88582654,30
4.86,27.89001904,30
4.865,27.89419752,30
4.87,27.89836204,30
4.875,27.90251262,30
4.88,27.90664932,30
4.885,27.91077217,30
4.89,27.9148812,30
4.895,27.91897647,30
4.9,27.92305801,30
4.905,27.92712586,30
4.91,27.93118006,30
4.915,27.93522065,30
4.92,27.93924766,30
4.925,27.94326115,30
4.93,27.94726114,30
4.935,27.95124767,30
4.94,27.95522079,30
4.945,27.95918053,30
4.95,27.96312694,30
4.954879754,27.96696546,30
4.955,27.96706004,30
4.96,27.97097989,30
4.965,27.97488651,30
4.97,27.97877994,30
4.975,27.98266023,30
4.98,27.98652741,30
4.985,27.99038152,30
4.99,27.9942226,30
4.995,27.99805068,30
5,28.0018658,30
5.005,28.00566801,30
5.01,28.00945733,30
5.015,28.0132338,30
5.015080283,28.01329423,30
5.02,28.01699746,30
5.025,28.02074836,30
5.03,28.02448652,30
5.035,28.02821198,30
5.04,28.03192477,30
5.045,28.03562495,30
5.045816077,28.03622682,30
5.05,28.03931253,30
5.055,28.04298756,30
5.06,28.04665008,30
5.065,28.05030012,30
5.07,28.05393771,30
5.075,28.0575629,30
5.08,28.06117572,30
5.085,28.06477619,30
5.09,28.06836437,30
5.095,28.07194029,30
5.1,28.07550397,30
5.100557306,28.07589983,30
5.105,28.07905546,30
5.107007816,28.08047673,30
5.11,28.0825948,29.8872893
5.115,28.086122,29.69894742
5.12,28.08963713,29.51060554
5.125,28.09314019,29.32226366
5.13,28.09663124,29.13392178
5.133555284,28.09910505,29
5.135,28.1001103,29
5.14,28.10357742,29
5.145,28.10703262,29
5.15,28.11047594,29
5.155,28.11390741,29
5.16,28.11732708,29
5.165,28.12073496,29
5.17,28.12413111,29
5.175,28.12751554,29
5.18,28.13088829,29
5.185,28.13424941,29
5.19,28.13759892,29
5.194360406,28.14050987,29
5.195,28.14093685,29
5.2,28.14426324,29
5.205,28.14757813,29
5.21,28.15088154,29
5.213368826,28.15309955,29
5.215,28.15417351,29
5.22,28.15745407,29
5.225,28.16072325,29
5.23,28.1639811,29
5.235,28.16722763,29
5.24,28.17046289,29
5.245,28.17368691,29
5.25,28.17689971,29
5.255,28.18010133,29
5.259127976,28.18273538,29
5.26,28.18329181,29
5.265,28.18647118,29
5.27,28.18963946,29
5.273637725,28.19193649,29
5.275,28.19279669,29
5.28,28.19594291,29
5.285,28.19907814,29
5.29,28.20220241,29
5.295,28.20531576,29
5.3,28.20841822,29
5.305,28.21150983,29
5.31,28.2145906,29
5.312173562,28.21592516,29
5.315,28.21766058,29
5.32,28.22071979,29
5.325,28.22376827,29
5.33,28.22680605,29
5.335,28.22983316,29
5.34,28.23284962,29
5.345,28.23585548,29
5.35,28.23885075,29
5.355,28.24183548,29
5.36,28.24480969,29
5.365,28.24777341,29
5.37,28.25072668,29
5.375,28.25366952,29
5.375205859,28.25379025,29
5.38,28.25660196,28.93598354
5.385,28.25952403,28.86921825
5.39,28.26243577,28.80245295
5.395,28.26533721,28.73568765
5.4,28.26822837,28.66892235
5.405,28.27110928,28.60215705
5.41,28.27397997,28.53539176
5.415,28.27684048,28.46862646
5.42,28.27969083,28.40186116
5.425,28.28253105,28.33509586
5.43,28.28536118,28.26833056
5.435,28.28818123,28.20156527
5.44,28.29099125,28.13479997
5.445,28.29379125,28.06803467
5.45,28.29658127,28.00126937
5.450095062,28.29663413,28
5.455,28.29936134,27.8905224
5.46,28.30213149,27.77892302
5.465,28.30489174,27.66732365
5.47,28.30764212,27.55572427
5.475,28.31038267,27.44412489
5.48,28.31311341,27.33252552
5.485,28.31583437,27.22092614
5.49,28.31854557,27.10932676
5.49489818,28.32119204,27
5.495,28.32124706,27
5.497408221,28.32254354,27
5.5,28.32393884,27.52755301
5.502321053,28.32518391,28
5.505,28.32662096,28
5.51,28.32929344,28
5.515,28.33195631,28
5.517714185,28.33339661,28
5.52,28.3346096,28
5.525,28.33725333,28
5.529512792,28.33963085,28
5.53,28.33988753,28
5.535,28.34251224,28
5.54,28.34512747,28
5.545,28.34773326,28
5.55,28.35032963,28
5.555,28.35291661,28
5.56,28.35549423,28
5.565,28.35806251,28
5.57,28.36062149,28
5.571282979,28.36127573,28
5.575,28.36317118,28
5.58,28.36571162,28
5.585,28.36824284,28
5.59,28.37076485,28
5.595,28.37327769,28
5.6,28.37578139,28
5.602256108,28.376907,28
5.605,28.37827597,28
5.61,28.38076145,28
5.615,28.38323786,28
5.62,28.38570524,28
5.625,28.3881636,28
5.63,28.39061298,28
5.635,28.39305339,28
5.64,28.39548487,28
5.645,28.39790744,28
5.65,28.40032112,28
5.655,28.40272595,28
5.66,28.40512195,28
5.665,28.40750914,28
5.67,28.40988755,28
5.672794244,28.41121183,28
5.675,28.41225721,28
5.68,28.41461814,28
5.685,28.41697037,28
5.69,28.41931391,28
5.695,28.42164881,28
5.7,28.42397508,28
5.704751416,28.42617752,28
5.705,28.42629274,28.00490359
5.71,28.42860183,28.10353394
5.715,28.43090237,28.2021643
5.72,28.43319438,28.30079465
5.725,28.43547789,28.399425
5.73,28.43775292,28.49805536
5.735,28.4400195,28.59668571
5.74,28.44227765,28.69531607
5.745,28.4445274,28.79394642
5.75,28.44676877,28.89257677
5.755,28.44900179,28.99120713
5.755445749,28.44920012,29
5.76,28.45122648,29
5.765,28.45344286,29
5.77,28.45565096,29
5.775,28.45785081,29
5.78,28.46004242,29
5.785,28.46222583,29
5.786571847,28.46290965,29
5.79,28.46440105,29
5.795,28.46656811,29
5.8,28.46872703,29
5.805,28.47087784,29
5.81,28.47302057,29
5.815,28.47515523,29
5.82,28.47728184,29
5.825,28.47940044,29
5.83,28.48151105,29
5.830030487,28.48152387,29
5.835,28.48361368,28.91374209
5.84,28.48570837,28.82695502
5.845,28.48779513,28.74016795
5.85,28.48987399,28.65338087
5.855,28.49194498,28.5665938
5.86,28.49400811,28.47980672
5.865,28.4960634,28.39301965
5.87,28.49811089,28.30623258
5.875,28.5001506,28.2194455
5.88,28.50218254,28.13265843
5.885,28.50420674,28.04587136
5.887642753,28.50527255,28
5.89,28.50622322,28
5.895,28.50823201,28
5.9,28.51023313,28
5.905,28.5122266,28
5.91,28.51421244,28
5.915,28.51619067,28
5.919211688,28.51785063,28
5.92,28.51816133,27.96956774
5.925,28.52012442,27.77654596
5.93,28.52207998,27.58352417
5.935,28.52402802,27.39050239
5.94,28.52596856,27.19748061
5.945,28.52790164,27.00445882
5.945115501,28.52794612,27
5.945561421,28.52811786,27
5.95,28.52982727,27
5.955,28.53174547,27
5.958947726,28.53325413,27
5.96,28.53365626,27
5.964747062,28.53546338,27
5.965,28.53555967,27
5.97,28.53745572,27
5.975,28.53934443,27
5.98,28.54122582,27
5.985,28.54309991,27
5.985616389,28.54333004,27
5.99,28.54496672,27
5.995,28.54682629,27
6,28.54867861,27
6.005,28.55052373,27
6.01,28.55236166,27
6.015,28.55419242,27
6.02,28.55601603,27
6.025,28.55783251,27
6.03,28.55964189,27
6.035,28.56144418,27
6.04,28.56323941,27
6.045,28.5650276,27
6.05,28.56680876,27
6.055,28.56858292,27
6.06,28.57035011,27
6.065,28.57211033,27
6.07,28.57386361,27
6.075,28.57560997,27
6.076150043,28.57601006,27
6.079239333,28.57708481,28
6.08,28.57734944,27.96560854
6.085,28.57908202,27.73954715
6.09,28.58080775,27.51348577
6.095,28.58252664,27.28742438
6.1,28.58423871,27.061363
6.10135722,28.5847016,27
6.105,28.58594399,27
6.11,28.58764249,27
6.115,28.58933423,27
6.12,28.59101923,27
6.125,28.59269752,27
6.13,28.59436911,27
6.135,28.59603403,27
6.14,28.59769228,27
6.145,28.5993439,27
6.15,28.6009889,27
6.155,28.6026273,27
6.16,28.60425912,27
6.165,28.60588438,27
6.17,28.60750311,27
6.170653223,28.60771373,27
6.175,28.60911531,27
6.18,28.61072101,27
6.185,28.61232023,27
6.19,28.61391298,27
6.195,28.6154993,27
6.2,28.61707919,27
6.205,28.61865267,27
6.21,28.62021976,27
6.215,28.62178049,27
6.22,28.62333488,27
6.225,28.62488293,27
6.225231471,28.6249543,27
6.226441267,28.62532734,27
6.23,28.62642467,27.02472877
6.235,28.62796012,27.05947256
6.24,28.62948929,27.09421634
6.245,28.63101222,27.12896013
6.25,28.6325289,27.16370392
6.255,28.63403937,27.1984477
6.26,28.63554364,27.23319149
6.265,28.63704173,27.26793528
6.27,28.63853366,27.30267906
6.275,28.64001944,27.33742285
6.28,28.6414991,27.37216664
6.285,28.64297265,27.40691042
6.29,28.64444011,27.44165421
6.295,28.64590151,27.47639799
6.3,28.64735685,27.51114178
6.305,28.64880615,27.54588557
6.31,28.65024944,27.58062935
6.315,28.65168673,27.61537314
6.32,28.65311804,27.65011693
6.325,28.65454339,27.68486071
6.33,28.65596279,27.7196045
6.335,28.65737627,27.75434829
6.34,28.65878383,27.78909207
6.345,28.66018551,27.82383586
6.35,28.66158131,27.85857964
6.355,28.66297125,27.89332343
6.36,28.66435535,27.92806722
6.365,28.66573364,27.962811
6.37,28.66710611,27.99755479
6.370351892,28.6672023,28
6.371006108,28.66738112,29
6.375,28.66847281,29
6.37789442,28.66926062,29
6.38,28.66983373,29.44601847
6.382615256,28.67054255,30
6.385,28.6711889,29.90702725
6.39,28.67253833,29.71209488
6.395,28.67388205,29.51716251
6.4,28.67522007,29.32223014
6.405,28.6765524,29.12729776
6.408265178,28.67741876,29
6.41,28.67787907,29
6.415,28.67920008,29
6.42,28.68051547,29
6.425,28.68182524,29
6.426537311,28.68222622,29
6.43,28.68312941,29
6.435,28.68442799,29
6.44,28.68572102,29
6.443751285,28.68668695,29
6.445,28.68700849,28.96229309
6.45,28.68829043,28.81131026
6.455,28.68956686,28.66032743
6.46,28.69083779,28.5093446
6.465,28.69210323,28.35836177
6.47,28.69336321,28.20737895
6.475,28.69461775,28.05639612
6.476867633,28.69508432,28
6.48,28.69586684,28
6.485,28.69711053,28
6.49,28.69834881,28
6.495,28.69958171,28
6.5,28.70080924,28
6.502037862,28.70130736,28
6.503820683,28.70174315,28
6.505,28.70203141,28
6.51,28.70324826,28
6.515,28.70445978,28
6.52,28.705666,28
6.525,28.70686693,28
6.53,28.7080626,28
6.535,28.709253,28
6.539717302,28.71037116,28
6.54,28.71043817,28
6.545,28.71161811,28
6.55,28.71279285,28
6.555,28.71396239,28
6.56,28.71512676,28
6.565,28.71628596,28
6.57,28.71744002,28
6.575,28.71858895,28
6.58,28.71973277,28
6.585,28.72087148,28
6.59,28.72200512,28
6.590094548,28.72202646,28
6.595,28.72313368,28
6.6,28.72425719,28
6.605,28.72537567,28
6.61,28.72648912,28
6.615,28.72759757,28
6.62,28.72870102,28
6.625,28.7297995,28
6.63,28.73089302,28
6.635,28.73198159,28
6.64,28.73306523,28
6.645,28.73414395,28
6.65,28.73521777,28
6.655,28.73628671,28
6.65748372,28.73681527,28
6.66,28.73735077,28
6.665,28.73840997,28
6.67,28.73946434,28
6.675,28.74051387,28
6.68,28.74155859,28
6.680035527,28.74156598,28
6.685,28.74259852,28.45875679
6.69,28.74363366,28.92079659
6.690857106,28.74381029,29
6.695,28.74466403,28.9307575
6.7,28.74568965,28.84718971
6.705,28.74671053,28.76362192
6.71,28.74772668,28.68005413
6.715,28.74873812,28.59648634
6.72,28.74974486,28.51291855
6.725,28.75074692,28.42935076
6.73,28.75174431,28.34578297
6.735,28.75273705,28.26221518
6.74,28.75372515,28.17864739
6.745,28.75470863,28.0950796
6.75,28.75568749,28.01151181
6.750688771,28.7558217,28
6.755,28.75666175,28
6.76,28.75763143,28
6.765,28.75859654,28
6.77,28.7595571,28
6.774186809,28.76035763,28
6.775,28.76051311,28
6.78,28.7614646,28
6.785,28.76241157,28
6.79,28.76335405,28
6.795,28.76429204,28
6.8,28.76522555,28
6.805,28.76615461,28
6.81,28.76707922,28
6.815,28.7679994,28
6.82,28.76891516,28
6.825,28.76982652,28
6.83,28.77073348,28
6.83483622,28.77160651,28
6.835,28.77163607,28.00945284
6.84,28.7725343,28.29803668
6.845,28.77342817,28.58662051
6.85,28.77431771,28.87520435
6.852162208,28.77470052,29
6.855,28.77520293,29
6.86,28.77608383,29
6.865,28.77696044,29
6.87,28.77783276,29
6.875,28.77870081,29
6.876352691,28.7789345,29
6.88,28.77956461,29.20280094
6.885,28.78042416,29.48081542
6.89,28.78127947,29.75882991
6.894337366,28.78201778,30
6.895,28.78213057,30.01431872
6.9,28.78297747,30.12236263
6.905,28.78382017,30.23040654
6.91,28.78465869,30.33845045
6.915,28.78549305,30.44649435
6.92,28.78632325,30.55453826
6.925,28.78714931,30.66258217
6.93,28.78797125,30.77062608
6.935,28.78878906,30.87866999
6.94,28.78960278,30.98671389
6.940614848,28.78970234,31
6.945,28.7904124,31.58421044
6.948120965,28.79091522,32
6.95,28.79121795,31.97218146
6.955,28.79201943,31.89815796
6.96,28.79281686,31.82413446
6.965,28.79361025,31.75011096
6.97,28.79439962,31.67608746
6.975,28.79518497,31.60206396
6.98,28.79596631,31.52804046
6.985,28.79674367,31.45401696
6.99,28.79751705,31.37999346
6.995,28.79828647,31.30596996
7,28.79905193,31.23194646
7.005,28.79981345,31.15792296
7.01,28.80057104,31.08389946
7.015,28.80132472,31.00987596
7.015667083,28.80142475,31
7.02,28.80207449,31
7.025,28.80282037,31
7.03,28.80356238,31
7.035,28.80430051,31
7.04,28.80503479,31
7.045,28.80576522,31
7.05,28.80649183,31
7.055,28.80721461,31
7.06,28.80793359,31
7.065,28.80864877,31
7.07,28.80936016,31
7.072789606,28.80975496,31
7.075,28.81006779,30.98024955
7.08,28.81077165,30.93557324
7.085,28.81147176,30.89089693
7.09,28.81216814,30.84622061
7.095,28.81286079,30.8015443
7.1,28.81354973,30.75686799
7.105,28.81423497,30.71219168
7.11,28.81491651,30.66751536
7.115,28.81559438,30.62283905
7.12,28.81626858,30.57816274
7.125,28.81693912,30.53348643
7.13,28.81760602,30.48881011
7.135,28.81826929,30.4441338
7.14,28.81892893,30.39945749
7.145,28.81958497,30.35478118
7.15,28.8202374,30.31010486
7.155,28.82088625,30.26542855
7.16,28.82153152,30.22075224
7.165,28.82217322,30.17607593
7.17,28.82281137,30.13139961
7.175,28.82344598,30.0867233
7.18,28.82407706,30.04204699
7.184705736,28.82466768,30
7.185,28.82470461,30
7.19,28.82532866,30
7.19126893,28.82548615,30
7.195,28.82594921,30
7.2,28.82656627,30
7.205,28.82717985,30
7.205442293,28.82723382,30
7.21,28.82778997,30
7.215,28.82839663,30
7.22,28.82899985,30
7.225,28.82959964,30
7.23,28.83019601,30
7.235,28.83078896,30
7.24,28.83137851,30
7.245,28.83196468,30
7.25,28.83254746,30
7.255,28.83312688,30
7.26,28.83370294,30
7.265,28.83427565,30
7.267462438,28.83455606,30
7.27,28.83484502,30
7.272501149,28.83512818,30
7.275,28.83541107,29.4715905
7.277230153,28.83566207,29
7.28,28.83597381,29
7.285,28.83653323,29
7.29,28.83708937,29
7.295,28.83764222,29
7.296941128,28.83785558,29
7.3,28.8381918,29.12008326
7.305,28.83873811,29.31637008
7.31,28.83928117,29.5126569
7.315,28.83982099,29.70894372
7.32,28.84035758,29.90523053
7.322414056,28.8406151,30
7.325,28.84089095,30.48672962
7.327726952,28.84118009,31
7.33,28.8414211,30.81849944
7.335,28.84194805,30.41925446
7.34,28.84247182,30.02000948
7.340250591,28.84249791,30
7.345,28.8429924,30
7.35,28.84350981,30
7.355,28.84402406,30
7.36,28.84453515,30
7.365,28.84504311,30
7.37,28.84554794,30
7.373293521,28.84587842,30
7.375,28.84604965,30
7.38,28.84654824,30
7.385,28.84704374,30
7.386378158,28.84717946,30
7.39,28.84753615,29.89990799
7.395,28.84802547,29.76172968
7.4,28.84851172,29.62355136
7.405,28.84899492,29.48537304
7.41,28.84947506,29.34719472
7.415,28.84995216,29.20901641
7.42,28.85042623,29.07083809
7.422563285,28.85066771,29
7.424297867,28.85083112,29
7.425,28.85089727,28.97782963
7.43,28.85136531,28.81995078
7.435,28.85183034,28.66207194
7.44,28.85229237,28.50419309
7.445,28.85275143,28.34631425
7.45,28.85320751,28.1884354
7.455,28.85366063,28.03055656
7.455967722,28.85374775,28
7.46,28.85411079,28
7.465,28.854558,28
7.47,28.85500229,28
7.475,28.85544364,28
7.48,28.85588208,28
7.485,28.85631761,28
7.49,28.85675024,28
7.495,28.85717998,28
7.499202856,28.85753879,28
7.5,28.85760685,28
7.505,28.85803084,28
7.506282921,28.8581389,28
7.51,28.85845198,28.10315271
7.515,28.85887026,28.24190778
7.52,28.8592857,28.38066285
7.525,28.85969831,28.51941791
7.53,28.86010809,28.65817298
7.535,28.86051506,28.79692804
7.54,28.86091922,28.93568311
7.542317641,28.86110526,29
7.544486317,28.86127935,29
7.545,28.86132059,28.98034678
7.55,28.86171917,28.78904977
7.555,28.86211497,28.59775276
7.56,28.862508,28.40645574
7.565,28.86289827,28.21515873
7.57,28.86328579,28.02386172
7.570623682,28.86333378,28
7.575,28.86367056,28
7.58,28.86405261,28
7.585,28.86443192,28
7.586483633,28.86454367,28
7.59,28.86480853,28
7.595,28.86518242,28
7.6,28.86555362,28
7.605,28.86592213,28
7.61,28.86628796,28
7.615,28.86665111,28
7.62,28.86701161,28
7.625,28.86736944,28
7.63,28.86772464,28
7.635,28.86807719,28
7.64,28.86842712,28
7.645,28.86877443,28
7.65,28.86911913,28
7.650074277,28.86912421,28
7.655,28.86946122,28
7.66,28.86980072,28
7.665,28.87013764,28
7.67,28.87047197,28
7.675,28.87080374,28
7.68,28.87113295,28
7.683121799,28.8713369,28
7.685,28.87145961,28.1335841
7.69,28.87178372,28.4892012
7.695,28.8721053,28.8448183
7.697181865,28.87224453,29
7.7,28.87242435,29
7.705,28.87274089,29
7.71,28.87305491,29
7.715,28.87336643,29
7.72,28.87367546,29
7.725,28.873982,29
7.73,28.87428607,29
7.735,28.87458767,29
7.74,28.8748868,29
7.745,28.87518349,29
7.75,28.87547773,29
7.753501607,28.87568208,29
7.755,28.87576953,29.08949287
7.76,28.87605891,29.38812239
7.765,28.87634586,29.68675191
7.77,28.8766304,29.98538143
7.770244761,28.87664421,30
7.775,28.87691254,29.74526928
7.78,28.87719228,29.4774271
7.785,28.87746964,29.20958492
7.78891247,28.8776848,29
7.79,28.87774461,29
7.795,28.87801721,29
7.8,28.87828745,29
7.805,28.87855533,29
7.808095559,28.87871972,29
7.81,28.87882086,29.36142489
7.813364817,28.87899798,30
7.815,28.87908405,30
7.82,28.87934491,30
7.821814641,28.87943874,30
7.825,28.87960344,30.05711775
7.83,28.87985966,30.14677445
7.835,28.88011356,30.23643114
7.84,28.88036516,30.32608784
7.845,28.88061447,30.41574454
7.85,28.88086149,30.50540124
7.855,28.88110624,30.59505793
7.86,28.88134871,30.68471463
7.865,28.88158891,30.77437133
7.87,28.88182686,30.86402803
7.875,28.88206257,30.95368473
7.877582923,28.88218317,31
7.88,28.88229603,31
7.880462539,28.88231742,31
7.885,28.88252725,31
7.89,28.88275626,31
7.895,28.88298304,31
7.9,28.88320761,31
7.905,28.88342998,31
7.906674985,28.88350373,31
7.91,28.88365015,31
7.915,28.88386813,31
7.92,28.88408393,31
7.925,28.88429756,31
7.93,28.88450902,31
7.935,28.88471832,31
7.94,28.88492547,31
7.945,28.88513047,31
7.95,28.88533334,31
7.955,28.88553408,31
7.96,28.88573269,31
7.965,28.88592918,31
7.97,28.88612357,31
7.975,28.88631586,31
7.98,28.88650605,31
7.985,28.88669415,31
7.989535438,28.88686289,31
7.99,28.88688018,31
7.995,28.88706413,31
8,28.88724601,31
8.005,28.88742584,31
8.01,28.88760361,31
8.015,28.88777934,31
8.017170266,28.88785473,31
8.02,28.88795303,31
8.023723397,28.88808086,31
8.025,28.88812469,31.04125291
8.03,28.88829433,31.20282585
8.035,28.88846194,31.36439878
8.04,28.88862755,31.52597172
8.045,28.88879115,31.68754466
8.05,28.88895276,31.8491176
8.054669173,28.88910182,32
8.055,28.88911238,32
8.06,28.88927001,32
8.065,28.88942567,32
8.07,28.88957936,32
8.075,28.88973109,32
8.07832617,28.88983072,32
8.08,28.88988086,32
8.085,28.89002868,32
8.09,28.89017456,32
8.095,28.8903185,32
8.098796115,28.89042632,32
8.1,28.89046051,31.88663655
8.105,28.8906006,31.41581306
8.109415806,28.89072264,31
8.11,28.89073878,31
8.115,28.89087505,31
8.12,28.89100941,31
8.125,28.89114188,31
8.13,28.89127246,31
8.135,28.89140115,31
8.137756645,28.89147107,31
8.14,28.89152797,30.94736669
8.145,28.89165292,30.8300573
8.15,28.89177601,30.7127479
8.155,28.89189724,30.59543851
8.16,28.89201662,30.47812912
8.165,28.89213415,30.36081973
8.17,28.89224985,30.24351034
8.175,28.89236372,30.12620095
8.18,28.89247576,30.00889155
8.180378979,28.89248411,30
8.185,28.89258598,30
8.187613681,28.89264265,30
8.19,28.89269439,30
8.195,28.89280099,30
8.2,28.8929058,30
8.205,28.89300881,30
8.21,28.89311004,30
8.215,28.89320948,30
8.22,28.89330715,30
8.225,28.89340305,30
8.23,28.89349719,30
8.235,28.89358958,30
8.24,28.89368021,30
8.245,28.8937691,30
8.25,28.89385626,30
8.255,28.89394168,30
8.26,28.89402538,30
8.265,28.89410736,30
8.27,28.89418762,30
8.275,28.89426618,30
8.28,28.89434304,30
8.285,28.8944182,30
8.29,28.89449167,30
8.295,28.89456346,30
8.3,28.89463358,30
8.305,28.89470202,30
8.31,28.8947688,30
8.315,28.89483391,30
8.32,28.89489738,30
8.325,28.89495919,30
8.33,28.89501937,30
8.335,28.89507791,30
8.34,28.89513482,30
8.345,28.89519011,30
8.346651991,28.89520784,30
8.346658891,28.89520791,30
8.35,28.89524377,30
8.355,28.89529583,30
8.36,28.89534628,30
8.365,28.89539512,30
8.37,28.89544237,30
8.375,28.89548804,30
8.375074402,28.89548869,30
8.38,28.89553211,30
8.385,28.89557461,30
8.39,28.89561554,30
8.395,28.8956549,30
8.4,28.8956927,30
8.405,28.89572895,30
8.41,28.89576364,30
8.415,28.89579679,30
8.415004407,28.89579682,30
8.42,28.8958284,30
8.425,28.89585847,30
8.43,28.89588702,30
8.435,28.89591405,30
8.44,28.89593956,30
8.445,28.89596356,30
8.45,28.89598605,30
8.455,28.89600704,30
8.46,28.89602654,30
8.463165427,28.89603794,30
8.465,28.89604455,30
8.47,28.89606107,30
8.475,28.89607612,30
8.48,28.89608969,30
8.485,28.89610179,30
8.49,28.89611243,30
8.495,28.89612162,30
8.499505052,28.89612858,30
8.5,28.89612935,30
8.505,28.89613564,30
8.51,28.89614048,30
8.511949153,28.89614181,30
8.515,28.89614389,29.94639295
8.52,28.89614586,29.85853694
8.525,28.89614642,29.77068093
8.53,28.89614555,29.68282491
8.535,28.89614326,29.5949689
8.54,28.89613957,29.50711289
8.545,28.89613447,29.41925688
8.55,28.89612797,29.33140086
8.555,28.89612008,29.24354485
8.56,28.8961108,29.15568884
8.565,28.89610013,29.06783283
8.568860454,28.89609083,29
8.57,28.89608809,29
8.570594055,28.89608649,29
8.572671703,28.89608092,28
8.575,28.89607467,28
8.58,28.89605988,28
8.585,28.89604373,28
8.59,28.89602622,28
8.595,28.89600735,28
8.6,28.89598714,28
8.605,28.89596558,28
8.61,28.89594269,28
8.615,28.89591846,28
8.617807269,28.89590411,28
8.62,28.8958929,28
8.625,28.89586602,28
8.63,28.89583782,28
8.633732157,28.89581579,28
8.635,28.89580831,28
8.64,28.89577748,28
8.645,28.89574536,28
8.65,28.89571193,28
8.655,28.89567721,28
8.66,28.8956412,28
8.665,28.8956039,28
8.67,28.89556533,28
8.675,28.89552548,28
8.68,28.89548436,28
8.684147469,28.8954492,28
8.684604408,28.89544533,28
