truetime,DMP:B,Gillespie:B
13.09501,28.68214048,28
13.10001,28.68188844,28
13.10501,28.68163657,28
13.11001,28.68138487,28
13.11501,28.68113334,28
13.12001,28.68088197,28
13.12182142,28.68079096,28
13.12501,28.68063077,28
13.13001,28.68037974,28
13.13501,28.68012888,28
13.14001,28.67987818,28
13.14501,28.67962765,28
13.15001,28.67937729,28
13.15501,28.6791271,28
13.16001,28.67887708,28
13.16501,28.67862723,28
13.17001,28.67837754,28
13.17501,28.67812803,28
13.17557018,28.67810009,28
13.18001,28.67787868,28
13.18501,28.6776295,28
13.18652355,28.67755413,28
13.19001,28.6773805,28
13.19059623,28.67735132,28
13.19501,28.67713166,28
13.20001,28.67688299,28
13.20501,28.6766345,28
13.21001,28.67638617,28
13.21501,28.67613801,28
13.22001,28.67589003,28
13.22501,28.67564221,28
13.22739312,28.67552418,28
13.23001,28.67539456,28
13.23045837,28.67537237,28
13.23501,28.67514709,28
13.24001,28.67489979,28
13.24103315,28.67484922,28
13.24501,28.67465266,28
13.25001,28.6744057,28
13.25501,28.67415891,28
13.26001,28.67391229,28
13.26501,28.67366584,28
13.27001,28.67341957,28
13.27501,28.67317347,28
13.28001,28.67292754,28
13.28501,28.67268178,28
13.29001,28.6724362,28
13.29501,28.67219079,28
13.30001,28.67194555,28
13.30501,28.67170048,28
13.31001,28.67145559,28
13.31501,28.67121086,28
13.32001,28.67096632,28
13.32501,28.67072194,28
13.33001,28.67047774,28
13.33248471,28.67035696,28
13.33501,28.67023372,28.02711566
13.34001,28.66998986,28.08080398
13.34501,28.66974618,28.1344923
13.35001,28.66950268,28.18818062
13.35501,28.66925935,28.24186894
13.36001,28.66901619,28.29555726
13.36501,28.6687732,28.34924558
13.37001,28.6685304,28.4029339
13.37501,28.66828776,28.45662222
13.38001,28.6680453,28.51031055
13.38501,28.66780302,28.56399887
13.39001,28.66756091,28.61768719
13.39501,28.66731897,28.67137551
13.40001,28.66707721,28.72506383
13.40501,28.66683563,28.77875215
13.41001,28.66659422,28.83244047
13.41501,28.66635298,28.88612879
13.42001,28.66611193,28.93981711
13.42501,28.66587104,28.99350543
13.42561484,28.66584193,29
13.43001,28.66563034,28.79433067
13.43501,28.66538981,28.56035813
13.44001,28.66514945,28.32638558
13.44501,28.66490927,28.09241304
13.44698487,28.66481448,28
13.45001,28.66466927,28
13.45501,28.66442944,28
13.46001,28.66418979,28
13.46501,28.66395032,28
13.47001,28.66371102,28
13.47501,28.6634719,28
13.48001,28.66323295,28
13.48501,28.66299419,28
13.48692367,28.66290287,28
13.4899067,28.66276052,28
13.49001,28.6627556,28
13.49501,28.66251718,28
13.50001,28.66227895,28
13.50420767,28.66207909,28
13.50501,28.66204089,27.97769108
13.51001,28.661803,27.83866551
13.51501,28.6615653,27.69963994
13.52001,28.66132777,27.56061437
13.52501,28.66109042,27.4215888
13.53001,28.66085325,27.28256322
13.53501,28.66061626,27.14353765
13.54001,28.66037944,27.00451208
13.54017227,28.66037176,27
13.54501,28.6601428,27
13.55001,28.65990634,27
13.55501,28.65967006,27
13.55661087,28.65959447,27
13.56001,28.65943396,27
13.56501,28.65919803,27
13.57001,28.65896228,27
13.57501,28.65872671,27
13.58001,28.65849132,27
13.58501,28.65825611,27
13.5865114,28.65818554,27
13.59001,28.65802108,27
13.59501,28.65778622,27
13.59731627,28.65767798,27
13.60001,28.65755155,27
13.60501,28.65731705,27
13.61001,28.65708273,27
13.61501,28.65684859,27
13.62001,28.65661463,27
13.62501,28.65638085,27
13.63001,28.65614725,27
13.63501,28.65591383,27
13.64001,28.65568058,27
13.6442519,28.65548286,27
13.64501,28.65544752,26.9593531
13.65001,28.65521463,26.69126733
13.65501,28.65498193,26.42318156
13.66001,28.6547494,26.15509578
13.66290265,28.65461499,26
13.66501,28.65451706,26
13.67001,28.65428489,26
13.67501,28.65405291,26
13.68001,28.6538211,26
13.68403791,28.65363451,26
13.68501,28.65358948,26
13.69001,28.65335803,26
13.69501,28.65312676,26
13.70001,28.65289568,26
13.70501,28.65266477,26
13.71001,28.65243405,26
13.71501,28.6522035,26
13.72001,28.65197314,26
13.72501,28.65174295,26
13.73001,28.65151295,26
13.73501,28.65128312,26
13.74001,28.65105348,26
13.74501,28.65082402,26
13.75001,28.65059474,26
13.75501,28.65036563,26
13.76001,28.65013671,26
13.76501,28.64990798,26
13.77001,28.64967942,26
13.77501,28.64945104,26
13.78001,28.64922284,26
13.78501,28.64899483,26
13.79001,28.64876699,26
13.79501,28.64853934,26
13.80001,28.64831187,26
13.80501,28.64808457,26
13.81001,28.64785746,26
13.81501,28.64763054,26
13.82001,28.64740379,26
13.82501,28.64717722,26
13.8297729,28.64696157,26
13.83001,28.64695084,26
13.83501,28.64672463,26
13.84001,28.64649861,26
13.84319822,28.64635461,26
13.84501,28.64627277,25.97928886
13.85001,28.64604711,25.92213196
13.85501,28.64582164,25.86497506
13.86001,28.64559634,25.80781816
13.86501,28.64537123,25.75066126
13.87001,28.6451463,25.69350436
13.87501,28.64492155,25.63634746
13.88001,28.64469698,25.57919055
13.88501,28.64447259,25.52203365
13.89001,28.64424838,25.46487675
13.89501,28.64402436,25.40771985
13.90001,28.64380052,25.35056295
13.90501,28.64357686,25.29340605
13.91001,28.64335338,25.23624915
13.91501,28.64313009,25.17909225
13.92001,28.64290697,25.12193534
13.92501,28.64268404,25.06477844
13.93001,28.64246129,25.00762154
13.93067672,28.64243162,25
13.93111539,28.64241209,26
13.93501,28.64223873,26
13.93502374,28.64223812,26
13.94001,28.64201634,26.06183727
13.94501,28.64179414,26.12384497
13.95001,28.64157212,26.18585266
13.95501,28.64135028,26.24786035
13.96001,28.64112862,26.30986805
13.96501,28.64090715,26.37187574
13.97001,28.64068586,26.43388343
13.97501,28.64046475,26.49589113
13.98001,28.64024382,26.55789882
13.98501,28.64002307,26.61990651
13.99001,28.63980251,26.68191421
13.99501,28.63958213,26.7439219
14.00001,28.63936193,26.80592959
14.00501,28.63914192,26.86793729
14.01001,28.63892208,26.92994498
14.01501,28.63870243,26.99195267
14.0156589,28.63867395,27
14.02001,28.63848296,27
14.02501,28.63826368,27
14.02695846,28.63817829,27
14.03001,28.63804457,27
14.03501,28.63782565,27
14.04001,28.63760691,27
14.04501,28.63738836,27
14.05001,28.63716998,27
14.05283441,28.63704673,27
14.05501,28.63695179,27.09449409
14.06001,28.63673378,27.31166312
14.06501,28.63651596,27.52883216
14.07001,28.63629831,27.74600119
14.07501,28.63608085,27.96317022
14.07585795,28.636044,28
14.08001,28.63586357,28.07072484
14.08501,28.63564648,28.15589346
14.09001,28.63542956,28.24106207
14.09501,28.63521283,28.32623069
14.10001,28.63499629,28.41139931
14.10501,28.63477992,28.49656793
14.11001,28.63456374,28.58173654
14.11501,28.63434774,28.66690516
14.12001,28.63413192,28.75207378
14.12501,28.63391628,28.8372424
14.13001,28.63370083,28.92241101
14.13456502,28.63350472,29
14.13501,28.63348556,29
14.14001,28.63327047,29
14.14501,28.63305557,29
14.15001,28.63284085,29
14.15501,28.63262631,29
14.16001,28.63241195,29
14.16501,28.63219777,29
14.17001,28.63198378,29
14.17447986,28.63179264,29
14.17501,28.63176997,29.06750753
14.18001,28.63155635,29.70420848
14.18233284,28.63145719,30
14.18501,28.6313429,29.85850978
14.19001,28.63112964,29.59425497
14.19501,28.63091656,29.33000017
14.20001,28.63070367,29.06574536
14.20125398,28.63065074,29
14.20501,28.63049095,29
14.21001,28.63027842,29
14.21501,28.63006607,29
14.21612875,28.6300186,29
14.21702081,28.62998075,28
14.22001,28.62985391,28
14.22501,28.62964192,28
14.23001,28.62943012,28
14.23501,28.6292185,28
14.24001,28.62900707,28
14.24501,28.62879581,28
14.25001,28.62858474,28
14.2539811,28.62841725,28
14.25501,28.62837385,27.92504997
14.26001,28.62816315,27.56082554
14.26501,28.62795262,27.19660111
14.2677089,28.62783908,27
14.27001,28.62774228,27.12822461
14.27501,28.62753212,27.40684061
14.28001,28.62732215,27.68545661
14.28501,28.62711235,27.96407261
14.28565475,28.62708532,28
14.29001,28.62690274,28
14.29501,28.62669331,28
14.29790672,28.62657209,28
14.30001,28.62648406,28
14.30501,28.626275,28
14.31001,28.62606612,28
14.31501,28.62585742,28
14.32001,28.6256489,28
14.32501,28.62544056,28
14.33001,28.62523241,28
14.33208216,28.62514622,28
14.33501,28.62502444,28
14.34001,28.62481665,28
14.34501,28.62460904,28
14.35001,28.62440162,28
14.35501,28.62419438,28
14.36001,28.62398732,28
14.36501,28.62378044,28
14.37001,28.62357374,28
14.37501,28.62336723,28
14.37555231,28.62334485,28
14.38001,28.6231609,27.77579387
14.38501,28.62295475,27.52431134
14.39001,28.62274878,27.27282881
14.39501,28.62254299,27.02134627
14.39543441,28.62252554,27
14.40001,28.62233739,27
14.40210509,28.62225131,27
14.40501,28.62213196,27
14.40809547,28.62200531,27
14.41001,28.62192672,27
14.41501,28.62172167,27
14.42001,28.62151679,27
14.42501,28.62131209,27
14.43001,28.62110758,27
14.43437302,28.62092928,27
14.43501,28.62090325,27.01182157
14.44001,28.6206991,27.1046151
14.44501,28.62049513,27.19740863
14.45001,28.62029134,27.29020216
14.45501,28.62008774,27.38299569
14.46001,28.61988431,27.47578922
14.46501,28.61968107,27.56858275
14.47001,28.61947801,27.66137628
14.47501,28.61927513,27.75416981
14.48001,28.61907244,27.84696334
14.48501,28.61886992,27.93975687
14.48825608,28.61873856,28
14.49001,28.61866758,28.33249558
14.49353109,28.61852522,29
14.49501,28.61846543,29
14.49896121,28.61830582,29
14.50001,28.61826346,29
14.50501,28.61806167,29
14.51001,28.61786006,29
14.51501,28.61765863,29
14.52001,28.61745738,29
14.52501,28.61725632,29
14.53001,28.61705543,29
14.53501,28.61685473,29
14.54001,28.6166542,29
14.54501,28.61645386,29
14.55001,28.6162537,29
14.55501,28.61605372,29
14.56001,28.61585392,29
14.56501,28.6156543,29
14.57001,28.61545487,29
14.57501,28.61525561,29
14.58001,28.61505653,29
14.58501,28.61485764,29
14.59001,28.61465892,29
14.59501,28.61446039,29
14.60001,28.61426203,29
14.60405986,28.61410152,29
14.60501,28.61406386,29
14.61001,28.61386587,29
14.61501,28.61366805,29
14.62001,28.61347042,29
14.62209724,28.61338799,29
14.62501,28.61327297,29
14.63001,28.6130757,29
14.63501,28.6128786,29
14.64001,28.61268169,29
14.64501,28.61248496,29
14.65001,28.61228841,29
14.65501,28.61209204,29
14.66001,28.61189585,29
14.66501,28.61169984,29
14.67001,28.611504,29
14.67501,28.61130835,29
14.68001,28.61111288,29
14.68501,28.61091759,29
14.69001,28.61072247,29
14.69501,28.61052754,29
14.6977732,28.61041991,29
14.70001,28.61033279,29
14.7045877,28.61015465,29
14.70501,28.61013821,29
14.71001,28.60994382,29
14.71501,28.6097496,29
14.72001,28.60955557,29
14.72501,28.60936171,29
14.72578334,28.60933176,29
14.73001,28.60916803,29
14.73501,28.60897454,29
14.74001,28.60878122,29
14.74501,28.60858808,29
14.75001,28.60839512,29
14.75501,28.60820234,29
14.76001,28.60800973,29
14.76501,28.60781731,29
14.77001,28.60762506,29
14.77501,28.607433,29
14.78001,28.60724111,29
14.78501,28.6070494,29
14.79001,28.60685787,29
14.79501,28.60666652,29
14.80001,28.60647534,29
14.80501,28.60628435,29
14.81001,28.60609353,29
14.81501,28.60590289,29
14.8183826,28.60577442,29
14.82001,28.60571243,29
14.82367858,28.60557282,29
14.82501,28.60552215,29
14.83001,28.60533205,29
14.83501,28.60514212,29
14.84001,28.60495237,29
14.84501,28.6047628,29
14.85001,28.60457341,29
14.85501,28.6043842,29
14.86001,28.60419516,29
14.86501,28.6040063,29
14.87001,28.60381762,29
14.87501,28.60362912,29
14.88001,28.60344079,29
14.88501,28.60325264,29
14.89001,28.60306467,29
14.89501,28.60287688,29
14.89891217,28.60273046,29
14.90001,28.60268926,28.93416553
14.90501,28.60250182,28.63432657
14.91001,28.60231456,28.33448762
14.91501,28.60212747,28.03464866
14.91558779,28.60210588,28
14.92001,28.60194057,28.62659184
14.92264535,28.60184215,29
14.92501,28.60175383,29
14.93001,28.60156728,29
14.93501,28.6013809,29
14.94001,28.6011947,29
14.94501,28.60100868,29
14.95001,28.60082283,29
14.95501,28.60063716,29
14.96001,28.60045166,29
14.96501,28.60026634,29
14.97001,28.6000812,29
14.97501,28.59989624,29
14.98001,28.59971145,29
14.98501,28.59952683,29
14.98655872,28.5994697,29
14.99001,28.59934239,29.12985646
14.99501,28.59915813,29.31798463
15.00001,28.59897405,29.50611279
15.00501,28.59879014,29.69424096
15.01001,28.5986064,29.88236913
15.01313635,28.59849163,30
15.01501,28.59842284,30
15.02001,28.59823946,30
15.02501,28.59805625,30
15.03001,28.59787322,30
15.03501,28.59769036,30
15.04001,28.59750768,30
15.04501,28.59732518,30
15.05001,28.59714285,30
15.05501,28.59696069,30
15.05776782,28.59686032,30
15.06001,28.59677871,30
15.06501,28.5965969,30
15.07001,28.59641527,30
15.07501,28.59623381,30
15.08001,28.59605253,30
15.08501,28.59587143,30
15.09001,28.59569049,30
15.09501,28.59550974,30
15.10001,28.59532915,30
15.10501,28.59514874,30
15.11001,28.59496851,30
15.11501,28.59478845,30
15.12001,28.59460856,30
15.12501,28.59442885,30
15.13001,28.59424931,30
15.13501,28.59406995,30
15.14001,28.59389076,30
15.14501,28.59371174,30
15.15001,28.59353289,30
15.15501,28.59335422,30
15.16001,28.59317573,30
15.16501,28.59299741,30
15.17001,28.59281926,30
15.17501,28.59264128,30
15.18001,28.59246348,30
15.18412148,28.59231741,30
15.18501,28.59228585,29.9790055
15.19001,28.59210839,29.86086215
15.19501,28.5919311,29.74271879
15.20001,28.59175399,29.62457543
15.20501,28.59157705,29.50643207
15.21001,28.59140029,29.38828872
15.21501,28.59122369,29.27014536
15.22001,28.59104727,29.152002
15.22501,28.59087103,29.03385864
15.22644295,28.59082056,29
15.2297913,28.59070265,29
15.23001,28.59069495,29
15.23501,28.59051905,29
15.24001,28.59034331,29
15.24501,28.59016775,29
15.24963977,28.59000535,29
15.25001,28.58999237,29.02656519
15.25501,28.58981715,29.38533414
15.26001,28.58964211,29.7441031
15.26357632,28.58951738,30
15.26501,28.58946724,30
15.26801024,28.58936241,30
15.27001,28.58929254,30
15.27501,28.58911801,30
15.28001,28.58894365,30
15.28501,28.58876946,30
15.29001,28.58859545,30
15.29501,28.58842161,30
15.30001,28.58824793,30
15.30134415,28.58820164,30
15.30229581,28.58816862,30
15.30501,28.58807443,29.07062871
15.30521627,28.58806728,29
15.31001,28.5879011,29
15.31501,28.58772794,29
15.32001,28.58755496,29
15.32501,28.58738214,29
15.33001,28.58720949,29
15.33241416,28.58712656,29
15.33304294,28.58710487,29
15.33501,28.58703702,29
15.34001,28.58686471,29
15.34501,28.58669258,29
15.35001,28.58652061,29
15.35501,28.58634882,29
15.36001,28.58617719,29
15.3640649,28.58603814,29
15.36501,28.58600574,29
15.37001,28.58583445,29
15.37501,28.58566334,29
15.38001,28.58549239,29
15.38501,28.58532162,29
15.39001,28.58515101,29
15.39501,28.58498058,29
15.40001,28.58481031,29
15.40501,28.58464021,29
15.41001,28.58447028,29
15.41501,28.58430052,29
15.42001,28.58413093,29
15.42501,28.58396151,29
15.43001,28.58379226,29
15.43048819,28.58377609,29
15.43285171,28.58369616,28
15.43501,28.58362318,28
15.44001,28.58345426,28
15.44320654,28.58334638,28
15.44501,28.58328552,28
15.44660655,28.58323169,28
15.45001,28.58311694,28
15.45501,28.58294853,28
15.46001,28.58278029,28
15.4609128,28.58274994,28
15.46501,28.58261222,28
15.47001,28.58244431,28
15.47501,28.58227658,28
15.48001,28.58210901,28
15.48501,28.58194161,28
15.49001,28.58177437,28
15.49253931,28.58168986,28
15.49501,28.58160731,28
15.50001,28.58144041,28
15.50501,28.58127368,28
15.51001,28.58110712,28
15.51501,28.58094072,28
15.52001,28.58077449,28
15.52501,28.58060843,28
15.53001,28.58044254,28
15.53501,28.58027681,28
15.54001,28.58011125,28
15.54501,28.57994586,28
15.54954722,28.57979592,28
15.55001,28.57978063,28.04882632
15.55501,28.57961557,28.57636011
15.55902529,28.57948315,29
15.56001,28.57945068,29
15.56281671,28.57935821,29
15.56501,28.57928595,29.32262727
15.56961492,28.57913439,30
15.57001,28.57912139,30
15.57501,28.57895699,30
15.58001,28.57879276,30
15.58501,28.5786287,30
15.59001,28.5784648,30
15.59501,28.57830107,30
15.60001,28.57813751,30
15.60218444,28.57806645,30
15.60501,28.57797411,30.11934831
15.61001,28.57781087,30.3305424
15.61501,28.5776478,30.54173648
15.62001,28.5774849,30.75293057
15.62501,28.57732216,30.96412465
15.62585935,28.57729454,31
15.63001,28.57715959,31
15.63501,28.57699718,31
15.64001,28.57683493,31
15.64501,28.57667285,31
15.65001,28.57651094,31
15.65501,28.57634919,31
15.65892057,28.57622281,31
15.66001,28.57618761,31
15.66501,28.57602618,31
15.67001,28.57586493,31
15.67501,28.57570384,31
15.68001,28.57554291,31
15.68501,28.57538214,31
15.69001,28.57522154,31
15.69501,28.57506111,31
15.70001,28.57490083,31
15.70501,28.57474072,31
15.71001,28.57458078,31
15.71501,28.574421,31
15.72001,28.57426138,31
15.72501,28.57410192,31
15.73001,28.57394263,31
15.73501,28.5737835,31
15.73636098,28.57374055,31
15.74001,28.57362453,31
15.74501,28.57346573,31
15.75001,28.57330709,31
15.75069507,28.57328537,31
15.75501,28.57314861,30.87270949
15.76001,28.57299029,30.72520946
15.76501,28.57283214,30.57770942
15.77001,28.57267415,30.43020939
15.77501,28.57251632,30.28270935
15.78001,28.57235865,30.13520931
15.78459337,28.57221427,30
15.78501,28.57220115,30.00978295
15.79001,28.5720438,30.12718744
15.79501,28.57188662,30.24459193
15.80001,28.5717296,30.36199642
15.80501,28.57157274,30.47940091
15.81001,28.57141605,30.5968054
15.81501,28.57125951,30.71420989
15.82001,28.57110314,30.83161437
15.82501,28.57094693,30.94901886
15.82718117,28.57087916,31
15.83001,28.57079087,31
15.83501,28.57063498,31
15.84001,28.57047925,31
15.84501,28.57032368,31
15.85001,28.57016827,31
15.85501,28.57001303,31
15.86001,28.56985794,31
15.86501,28.56970301,31
15.87001,28.56954824,31
15.87501,28.56939364,31
15.88001,28.56923919,31
15.88501,28.5690849,31
15.89001,28.56893078,31
15.89501,28.56877681,31
15.90001,28.568623,31
15.90501,28.56846935,31
15.91001,28.56831586,31
15.91501,28.56816253,31
15.92001,28.56800936,31
15.92501,28.56785635,31
15.93001,28.5677035,31
15.93501,28.56755081,31
15.94001,28.56739827,31
15.94501,28.5672459,31
15.95001,28.56709368,31
15.95501,28.56694162,31
15.96001,28.56678972,31
15.96086968,28.56676363,31
15.96188877,28.5667327,31
15.96501,28.56663798,31
15.97001,28.56648639,31
15.97501,28.56633497,31
15.98001,28.5661837,31
15.98501,28.56603259,31
15.98950625,28.56589684,31
15.99001,28.56588163,31
15.99501,28.56573084,31
16.00001,28.5655802,31
16.00501,28.56542972,31
16.01001,28.5652794,31
16.01011879,28.56527613,31
16.01501,28.56512923,31
16.02001,28.56497922,31
16.02501,28.56482937,31
16.02932264,28.56470025,31
16.03001,28.56467967,31
16.03467883,28.56454004,31
16.03501,28.56453014,31
16.04001,28.56438075,31
16.04501,28.56423153,31
16.05001,28.56408246,31
16.05501,28.56393355,31
16.06001,28.56378479,31
16.06501,28.56363619,31
16.06756171,28.56356043,31
16.07001,28.56348775,31.17607351
16.07501,28.56333946,31.535658
16.08001,28.56319132,31.89524249
16.08146665,28.56314821,32
16.08501,28.56304335,32
16.09001,28.56289553,32
16.09501,28.56274786,32
16.10001,28.56260035,32
16.10501,28.56245299,32
16.11001,28.56230579,32
16.11501,28.56215875,32
16.12001,28.56201186,32
16.12501,28.56186512,32
16.13001,28.56171854,32
16.13501,28.56157211,32
16.14001,28.56142584,32
16.14501,28.56127972,32
16.15001,28.56113376,32
16.15477882,28.56099469,32
16.15501,28.56098795,32.00250817
16.16001,28.5608423,32.05675581
16.16501,28.56069679,32.11100345
16.17001,28.56055145,32.16525109
16.17501,28.56040625,32.21949873
16.18001,28.56026121,32.27374637
16.18501,28.56011632,32.32799401
16.19001,28.55997159,32.38224164
16.19501,28.55982701,32.43648928
16.20001,28.55968258,32.49073692
16.20501,28.55953831,32.54498456
16.21001,28.55939419,32.5992322
16.21501,28.55925022,32.65347984
16.22001,28.5591064,32.70772748
16.22501,28.55896274,32.76197512
16.23001,28.55881923,32.81622276
16.23501,28.55867587,32.8704704
16.24001,28.55853267,32.92471804
16.24501,28.55838961,32.97896568
16.24694873,28.5583342,33
16.25001,28.55824671,32.54507503
16.2536779,28.55814199,32
16.25501,28.55810396,32
16.26001,28.55796136,32
16.26501,28.55781891,32
16.27001,28.55767662,32
16.27501,28.55753448,32
16.28001,28.55739248,32
16.28501,28.55725064,32
16.29001,28.55710895,32
16.29501,28.55696741,32
16.30001,28.55682603,32
16.30501,28.55668479,32
16.31001,28.5565437,32
16.31501,28.55640277,32
16.32001,28.55626198,32
16.32501,28.55612135,32
16.33001,28.55598086,32
16.33102504,28.55595237,32
16.33501,28.55584053,32
16.34001,28.55570034,32
16.34501,28.55556031,32
16.35001,28.55542042,32
16.35501,28.55528069,32
16.36001,28.5551411,32
16.36501,28.55500167,32
16.37001,28.55486238,32
16.37501,28.55472324,32
16.38001,28.55458425,32
16.38501,28.55444541,32
16.39001,28.55430672,32
16.39501,28.55416818,32
16.40001,28.55402979,32
16.40501,28.55389154,32
16.41001,28.55375345,32
16.41501,28.5536155,32
16.42001,28.5534777,32
16.42501,28.55334005,32
16.43001,28.55320255,32
16.43501,28.55306519,32
16.44001,28.55292798,32
16.44501,28.55279092,32
16.45001,28.55265401,32
16.45501,28.55251724,32
16.46001,28.55238063,32
16.46501,28.55224416,32
16.47001,28.55210783,32
16.47501,28.55197166,32
16.48001,28.55183563,32
16.48499355,28.55170019,32
16.48501,28.55169974,32
16.49001,28.55156401,32
16.49485679,28.55143257,32
16.49501,28.55142842,32
16.50001,28.55129297,32
16.50501,28.55115768,32
16.51001,28.55102252,32
16.51501,28.55088752,32
16.52001,28.55075266,32
16.52501,28.55061795,32
16.53001,28.55048338,32
16.53139988,28.55044601,32
16.53501,28.55034896,32.09747147
16.54001,28.55021468,32.23246899
16.54501,28.55008055,32.36746652
16.55001,28.54994656,32.50246405
16.55501,28.54981272,32.63746158
16.56001,28.54967903,32.7724591
16.56501,28.54954548,32.90745663
16.56843759,28.54945402,33
16.57001,28.54941207,33
16.57061685,28.5493959,33
16.57501,28.54927881,33
16.58001,28.54914569,33
16.58501,28.54901272,33
16.59001,28.54887989,33
16.59501,28.54874721,33
16.60001,28.54861467,33
16.60501,28.54848227,33
16.60943316,28.54836528,33
16.61001,28.54835002,33
16.61501,28.54821792,33
16.62001,28.54808595,33
16.62501,28.54795413,33
16.63001,28.54782245,33
16.63501,28.54769092,33
16.64001,28.54755953,33
16.64501,28.54742828,33
16.65001,28.54729718,33
16.65501,28.54716622,33
16.66001,28.5470354,33
16.66501,28.54690472,33
16.66874891,28.54680711,33
16.67001,28.54677419,33
16.67501,28.5466438,33
16.68001,28.54651355,33
16.68501,28.54638344,33
16.68994977,28.54625504,33
16.69001,28.54625347,33
16.69461857,28.54613382,33
16.69501,28.54612365,32.80940261
16.69667226,28.54608054,32
16.70001,28.54599397,32
16.70501,28.54586443,32
16.71001,28.54573503,32
16.71501,28.54560578,32
16.72001,28.54547666,32
16.72501,28.54534769,32
16.73001,28.54521886,32
16.73071358,28.54520075,32
16.73501,28.54509016,32
16.7380015,28.54501325,32
16.74001,28.54496161,32
16.74501,28.5448332,32
16.75001,28.54470494,32
16.75443814,28.54459146,32
16.75501,28.54457681,32
16.76001,28.54444882,32
16.76501,28.54432097,32
16.77001,28.54419326,32
16.77455904,28.5440772,32
16.77501,28.5440657,32
16.78001,28.54393827,32
16.78464035,28.54382039,32
16.78501,28.54381098,32.00475661
16.79001,28.54368383,32.06909531
16.79501,28.54355682,32.13343401
16.80001,28.54342996,32.19777271
16.80501,28.54330323,32.26211141
16.81001,28.54317664,32.32645011
16.81501,28.54305019,32.39078881
16.82001,28.54292387,32.45512751
16.82501,28.5427977,32.51946622
16.83001,28.54267167,32.58380492
16.83501,28.54254577,32.64814362
16.84001,28.54242002,32.71248232
16.84501,28.5422944,32.77682102
16.85001,28.54216892,32.84115972
16.85501,28.54204358,32.90549842
16.86001,28.54191837,32.96983712
16.86235407,28.54185974,33
16.86501,28.54179331,33
16.87001,28.54166838,33
16.87501,28.54154359,33
16.88001,28.54141894,33
16.88501,28.54129443,33
16.89001,28.54117005,33
16.89501,28.54104581,33
16.90001,28.54092171,33
16.90501,28.54079774,33
16.91001,28.54067391,33
16.91501,28.54055022,33
16.92001,28.54042667,33
16.92501,28.54030325,33
16.93001,28.54017997,33
16.93501,28.54005682,33
16.94001,28.53993382,33
16.94501,28.53981094,33
16.95001,28.53968821,33
16.95501,28.53956561,33
16.96001,28.53944314,33
16.96095612,28.53941999,33
16.96501,28.53932081,33
16.97001,28.53919862,33
16.97107069,28.53917273,33
16.97501,28.53907656,33
16.98001,28.53895464,33
16.98501,28.53883285,33
16.99001,28.5387112,33
16.99501,28.53858968,33
17.00001,28.5384683,33
17.00501,28.53834705,33
17.01001,28.53822594,33
17.01121458,28.5381968,33
17.01501,28.53810496,33
17.01786256,28.53803602,33
17.02001,28.53798412,32.59417803
17.02315413,28.53790821,32
17.02501,28.53786341,32.71297687
17.02575712,28.53784539,33
17.03001,28.53774284,32.82719004
17.03501,28.53762239,32.62402208
17.04001,28.53750209,32.42085412
17.04501,28.53738192,32.21768616
17.05001,28.53726188,32.01451821
17.0503673,28.53725331,32
17.05478318,28.53714741,31
17.05501,28.53714197,31
17.06001,28.5370222,31
17.06501,28.53690256,31
17.07001,28.53678305,31
17.07501,28.53666368,31
17.08001,28.53654444,31
17.08501,28.53642534,31
17.09001,28.53630636,31
17.09501,28.53618752,31
17.10001,28.53606882,31
17.10501,28.53595024,31
17.11001,28.5358318,31
17.11501,28.53571349,31
17.12001,28.53559531,31
17.12501,28.53547726,31
17.13001,28.53535935,31
17.13501,28.53524156,31
17.14001,28.53512391,31
17.14501,28.53500639,31
17.15001,28.534889,31
17.15501,28.53477175,31
17.16001,28.53465462,31
17.16501,28.53453763,31
17.17001,28.53442076,31
17.17501,28.53430403,31
17.18001,28.53418743,31
17.18501,28.53407096,31
17.19001,28.53395462,31
17.19501,28.53383841,31
17.20001,28.53372233,31
17.20119481,28.53369485,31
17.20501,28.53360638,31.11495287
17.21001,28.53349056,31.26560451
17.21501,28.53337487,31.41625614
17.22001,28.53325931,31.56690777
17.22501,28.53314388,31.7175594
17.23001,28.53302858,31.86821103
17.23438396,28.53292783,32
17.23501,28.53291341,31.90821506
17.24001,28.53279837,31.1751503
17.24120464,28.53277091,31
17.24501,28.53268345,31
17.25001,28.53256867,31
17.25501,28.53245402,31
17.26001,28.53233949,31
17.26259533,28.53228034,31
17.26501,28.5322251,31
17.26754053,28.53216726,31
17.26900472,28.5321338,31
17.27001,28.53211083,31
17.27501,28.53199669,31
17.28001,28.53188268,31
17.28501,28.5317688,31
17.29001,28.53165504,31
17.29501,28.53154142,31
17.30001,28.53142792,31
17.30501,28.53131455,31
17.31001,28.53120131,31
17.31183469,28.53116003,31
17.31501,28.53108819,31
17.31647572,28.53105507,31
17.32001,28.5309752,31
17.32338942,28.53089892,31
17.32501,28.53086235,31
17.33001,28.53074961,31
17.33501,28.53063701,31
17.34001,28.53052453,31
17.34501,28.53041218,31
17.35001,28.53029996,31
17.35501,28.53018786,31
17.36001,28.53007589,31
17.36501,28.52996404,31
17.37001,28.52985233,31
17.37501,28.52974073,31
17.38001,28.52962927,31
17.38501,28.52951793,31
17.39001,28.52940672,31
17.39501,28.52929563,31
17.40001,28.52918467,31
